area_code,Total population (Both sexes),Total population (Male),Total population (Female),Total population (under 15),"Population (under 15, Male)","Population (under 15, Female)",Total population (15-64),"Population (15-64, Male)","Population (15-64, Female)",Total population (65 and over),"Population (65 and over, Male)","Population (65 and over, Female)","Population (0-5, Total)","Population (0-5, Male)","Population (0-5, Female)","Population (60 and over, Total)","Population (60 and over, Male)","Population (60 and over, Female)","Population (70 and over, Total)","Population (70 and over, Male)","Population (70 and over, Female)","Population (85 and over, Total)","Population (85 and over, Male)","Population (85 and over, Female)"
24324,25344,12353,12991,3374,1691,1683,14704,7239,7465,6967,3252,3715,1240,648,592,9141,4299,4842,4436,2014,2422,809,234,575
24341,40210,19584,20626,5789,2916,2873,24067,12138,11929,10187,4425,5762,2150,1078,1072,12563,5577,6986,7290,3026,4264,1508,396,1112
24343,10560,5229,5331,2225,1158,1067,6017,2992,3025,2015,893,1122,792,409,383,2415,1066,1349,1474,638,836,290,95,195
24344,14752,7577,7175,2364,1253,1111,9575,5044,4531,2735,1222,1513,1017,531,486,3398,1530,1868,1953,802,1151,355,112,243
24441,14878,7275,7603,1900,998,902,8189,4221,3968,4655,1966,2689,642,347,295,5770,2520,3250,3505,1391,2114,989,303,686
24442,22586,10738,11848,3036,1546,1490,12880,6282,6598,6518,2824,3694,1084,557,527,8139,3600,4539,4742,1960,2782,1221,394,827
24443,9557,4520,5037,987,499,488,4765,2372,2393,3797,1644,2153,331,164,167,4555,2014,2541,2922,1201,1721,832,293,539
24461,15431,7406,8025,2300,1172,1128,9011,4438,4573,3956,1700,2256,823,436,387,4973,2190,2783,2882,1185,1697,702,207,495
24470,8309,3975,4334,1010,535,475,4652,2300,2352,2646,1140,1506,351,206,145,3303,1470,1833,1933,773,1160,498,138,360
24471,8939,4183,4756,758,406,352,4126,2055,2071,4039,1710,2329,238,127,111,4777,2079,2698,3168,1287,1881,792,244,548
24472,12788,5974,6814,860,463,397,5644,2879,2765,6278,2628,3650,261,140,121,7323,3149,4174,5007,2010,2997,1122,357,765
24543,16338,7579,8759,1512,765,747,7888,3912,3976,6899,2867,4032,447,221,226,8265,3566,4699,5323,2126,3197,1318,373,945
24561,8741,4071,4670,1046,535,511,4414,2199,2215,3279,1336,1943,336,170,166,3937,1663,2274,2481,967,1514,676,198,478
24562,11207,5220,5987,1391,745,646,6007,2896,3111,3786,1564,2222,495,276,219,4671,1989,2682,2738,1080,1658,698,192,506
25201,340973,164799,176174,47815,24418,23397,207110,101790,105320,83118,36774,46344,18001,9226,8775,104666,47210,57456,57324,24386,32938,11432,3562,7870
25202,113679,56090,57589,15979,8228,7751,70040,35591,34449,26223,11489,14734,6136,3136,3000,33268,15009,18259,18723,7802,10921,4178,1241,2937
25203,118193,57703,60490,16132,8349,7783,68787,34748,34039,31244,13555,17689,5850,3028,2822,38868,17370,21498,22868,9444,13424,5366,1621,3745
25204,81312,39822,41490,11752,5986,5766,48372,24291,24081,20726,9286,11440,4750,2426,2324,26339,12031,14308,14375,6137,8238,2859,824,2035
25206,137247,70129,67118,19741,10116,9625,87537,45791,41746,26879,12291,14588,8047,4080,3967,34266,15880,18386,18155,8139,10016,3166,944,2222
25207,79859,39315,40544,13597,6955,6642,48523,24128,24395,16381,7508,8873,5224,2687,2537,20903,9704,11199,11120,4997,6123,2075,689,1386
25208,66749,33186,33563,12256,6266,5990,42658,21512,21146,11721,5331,6390,4847,2465,2382,15027,6950,8077,7748,3443,4305,1318,410,908
25209,90901,45070,45831,12503,6519,5984,54758,28123,26635,23205,10148,13057,4427,2247,2180,29429,13356,16073,16449,6778,9671,3792,1116,2676
25210,49889,24644,25245,7318,3832,3486,29963,15028,14935,11956,5436,6520,2836,1474,1362,15117,6962,8155,8093,3597,4496,1484,436,1048
25211,54289,28117,26172,7588,3938,3650,34727,18457,16270,11576,5444,6132,2975,1541,1434,15339,7349,7990,7503,3366,4137,1348,393,955
25212,50025,24460,25565,5861,3060,2801,28055,14235,13820,16018,7107,8911,2086,1117,969,19852,9053,10799,11763,4923,6840,2801,878,1923
25213,114180,56601,57579,16495,8511,7984,69096,35461,33635,28095,12324,15771,6237,3185,3052,35770,16186,19584,19932,8223,11709,4808,1414,3394
25214,38719,18825,19894,5229,2706,2523,22646,11386,11260,10706,4651,6055,1911,961,950,13289,5943,7346,7979,3274,4705,1907,581,1326
25383,21873,10884,10989,2835,1431,1404,12840,6688,6152,6088,2679,3409,1089,543,546,7649,3460,4189,4358,1758,2600,1101,320,781
25384,12434,6516,5918,1667,880,787,7788,4287,3501,2970,1341,1629,626,320,306,3900,1797,2103,2024,851,1173,497,145,352
25425,20778,10325,10453,3642,1862,1780,12570,6441,6129,4487,1972,2515,1475,727,748,5648,2548,3100,3190,1312,1878,770,234,536
25441,7422,3595,3827,1156,561,595,4273,2171,2102,1959,848,1111,432,213,219,2464,1102,1362,1387,562,825,338,91,247
25442,7039,3367,3672,926,481,445,4009,1992,2017,2098,891,1207,316,183,133,2630,1160,1470,1489,594,895,306,88,218
25443,7355,3493,3862,958,489,469,3968,1959,2009,2427,1045,1382,334,169,165,3014,1327,1687,1788,705,1083,499,131,368
26100,1475183,699748,775435,162141,82924,79217,886422,432209,454213,381132,160694,220438,62771,32206,30565,465144,200494,264650,270351,108822,161529,53718,15354,38364
26101,119474,56984,62490,12404,6372,6032,71026,35250,35776,32027,13295,18732,4514,2372,2142,38840,16536,22304,23180,9222,13958,5088,1550,3538
26102,85113,39212,45901,7608,3857,3751,50468,24034,26434,21538,8711,12827,2881,1491,1390,25688,10710,14978,15868,6091,9777,3558,1062,2496
26103,168266,81338,86928,17372,8807,8565,101520,51221,50299,43834,18138,25696,6879,3464,3415,53166,22490,30676,31571,12447,19124,7186,1977,5209
26104,109341,50377,58964,11148,5684,5464,68725,31973,36752,26138,10849,15289,4555,2357,2198,31776,13445,18331,18962,7464,11498,3778,1051,2727
26105,39044,16694,22350,2895,1479,1416,22142,9632,12510,12238,4772,7466,1137,603,534,14528,5837,8691,9013,3298,5715,2013,555,1458
26106,82668,37933,44735,7669,3966,3703,52671,24479,28192,18184,7454,10730,3318,1694,1624,21978,9257,12721,13076,5088,7988,2680,816,1864
26107,99927,49725,50202,11566,5936,5630,62692,32250,30442,24161,10615,13546,4817,2477,2340,30214,13709,16505,16762,6921,9841,3032,916,2116
26108,204262,96673,107589,23283,11940,11343,120369,58580,61789,53086,22419,30667,8973,4625,4348,64809,28004,36805,38038,15384,22654,7332,2069,5263
26109,280655,134441,146214,33193,17002,16191,168374,83219,85155,73539,31130,42409,12439,6388,6051,90629,39158,51471,51067,20573,30494,9552,2601,6951
26110,135471,64273,71198,15370,7828,7542,78506,38339,40167,38612,16530,22082,5855,2989,2866,46518,20287,26231,26978,11084,15894,5086,1385,3701
26111,150962,72098,78864,19633,10053,9580,89929,43232,46697,37775,16781,20994,7403,3746,3657,46998,21061,25937,25836,11250,14586,4413,1372,3041
26201,78935,39156,39779,10917,5595,5322,44673,23522,21151,22787,9652,13135,4326,2231,2095,27810,12167,15643,16563,6639,9924,4336,1357,2979
26202,83990,41694,42296,11276,5735,5541,46768,24869,21899,25428,10775,14653,4213,2104,2109,30715,13370,17345,18305,7428,10877,4321,1269,3052
26203,33821,16197,17624,3910,2029,1881,17349,8829,8520,12448,5270,7178,1364,693,671,14939,6484,8455,9374,3787,5587,2523,757,1766
26204,184678,89014,95664,24236,12593,11643,107970,52844,55126,49549,22150,27399,8525,4486,4039,61359,27607,33752,33872,14924,18948,5490,1847,3643
26205,18426,8726,9700,1870,968,902,9186,4728,4458,7362,3024,4338,637,321,316,8848,3775,5073,5579,2167,3412,1558,479,1079
26206,89479,43267,46212,11845,6121,5724,53179,26041,27138,23457,10577,12880,4283,2179,2104,30083,13786,16297,15743,6828,8915,2944,846,2098
26207,76869,36952,39917,9311,4774,4537,43399,21151,22248,23922,10853,13069,3340,1747,1593,29400,13350,16050,16072,7199,8873,2510,773,1737
26208,53380,25387,27993,7429,3789,3640,31453,15240,16213,14320,6257,8063,2672,1347,1325,17519,7727,9792,9877,4225,5652,1640,510,1130
26209,80090,38789,41301,11242,5690,5552,47839,23619,24220,20546,9162,11384,4318,2195,2123,25326,11342,13984,14265,6231,8034,2428,830,1598
26210,72664,35212,37452,9485,4837,4648,42516,20977,21539,20507,9319,11188,3468,1720,1748,25751,11765,13986,13688,6145,7543,2121,639,1482
26211,70835,34728,36107,10572,5401,5171,43750,21805,21945,15943,7159,8784,3866,2012,1854,19796,8899,10897,10809,4811,5998,1765,525,1240
26212,55054,26353,28701,6700,3408,3292,28907,14788,14119,19421,8140,11281,2263,1144,1119,23407,10140,13267,14507,5746,8761,3874,1145,2729
26213,33145,16057,17088,3551,1850,1701,18240,9360,8880,10957,4579,6378,1304,677,627,13381,5817,7564,8277,3280,4997,2297,683,1614
26214,72840,34805,38035,12532,6448,6084,43272,20680,22592,16648,7537,9111,4581,2378,2203,21286,9656,11630,10895,4767,6128,2116,605,1511
26303,15181,7385,7796,2138,1105,1033,8895,4417,4478,4112,1836,2276,809,416,393,5009,2248,2761,2955,1305,1650,498,180,318
26322,15805,7699,8106,2022,1040,982,8883,4424,4459,4510,2044,2466,691,359,332,5613,2546,3067,2950,1323,1627,524,155,369
26343,7910,3840,4070,858,454,404,4585,2326,2259,2462,1057,1405,298,157,141,3058,1346,1712,1793,754,1039,331,105,226
26344,9319,4647,4672,1196,609,587,5632,2912,2720,2488,1124,1364,409,220,189,3199,1485,1714,1707,750,957,309,95,214
26364,1368,644,724,63,30,33,678,334,344,627,280,347,20,6,14,759,345,414,476,201,275,95,28,67
26365,3956,1846,2110,328,165,163,2022,970,1052,1606,711,895,97,45,52,1999,881,1118,1129,473,656,238,65,173
26366,36376,17390,18986,5830,2971,2859,22705,10829,11876,7838,3588,4250,1942,1023,919,10120,4675,5445,5191,2341,2850,919,261,658
26367,2652,1256,1396,175,93,82,1353,669,684,1105,481,624,53,31,22,1393,636,757,818,358,460,154,52,102
26407,14453,6817,7636,1389,676,713,7283,3659,3624,5769,2472,3297,434,209,225,6959,3066,3893,4348,1772,2576,1180,377,803
26463,2110,1006,1104,162,88,74,971,531,440,977,387,590,67,37,30,1188,517,671,766,286,480,229,73,156
26465,21834,10357,11477,2688,1387,1301,11610,5780,5830,7498,3159,4339,895,479,416,9122,3958,5164,5542,2219,3323,1399,406,993
27100,2691185,1302562,1388623,295298,151063,144235,1682798,837700,845098,668698,289561,379137,120185,61419,58766,825122,369232,455890,477356,194218,283138,85522,24384,61138
27102,104727,50528,54199,11901,6121,5780,66489,32735,33754,24281,10555,13726,4918,2524,2394,31036,13949,17087,16802,6795,10007,3029,897,2132
27103,72484,34168,38316,8470,4342,4128,48395,23298,25097,14181,5847,8334,3802,1985,1817,17746,7565,10181,9963,3911,6052,1845,531,1314
27104,66656,32580,34076,7894,4075,3819,40818,20682,20136,17285,7387,9898,3364,1732,1632,21493,9557,11936,12296,4968,7328,2045,605,1440
27106,92430,43582,48848,10211,5226,4985,65514,31167,34347,14491,6095,8396,5092,2635,2457,18726,8132,10594,9850,3848,6002,1895,497,1398
27107,82035,40096,41939,8799,4468,4331,49585,25098,24487,21692,9429,12263,3344,1681,1663,26567,12037,14530,15643,6499,9144,2655,787,1868
27108,65141,31794,33347,7292,3753,3539,38152,19450,18702,19548,8511,11037,2606,1343,1263,24191,10909,13282,13874,5649,8225,2400,648,1752
27109,75729,35201,40528,9523,4949,4574,49163,22915,26248,14529,5934,8595,4033,2061,1972,18497,7809,10688,10296,3915,6381,2083,583,1500
27111,69766,35475,34291,4630,2407,2223,48428,25073,23355,12738,5930,6808,2406,1265,1141,16156,7913,8243,8776,3732,5044,1590,440,1150
27113,95490,46979,48511,12339,6261,6078,59469,30373,29096,23332,10147,13185,4495,2273,2222,29157,13145,16012,16412,6718,9694,2885,805,2080
27114,175530,86372,89158,18256,9332,8924,112436,57386,55050,41124,17713,23411,7589,3856,3733,50862,22745,28117,29211,11839,17372,4915,1404,3511
27115,80563,38547,42016,8783,4469,4314,49930,24594,25336,20316,8590,11726,3500,1794,1706,25089,10929,14160,14629,5740,8889,2899,832,2067
27116,130167,62670,67497,11982,6153,5829,76786,39094,37692,40621,17101,23520,4572,2361,2211,49147,21433,27714,29999,11779,18220,5977,1539,4438
27117,91608,43760,47848,9519,4790,4729,54894,27408,27486,26834,11398,15436,3709,1858,1851,32552,14312,18240,19548,7809,11739,3845,1118,2727
27118,164697,78463,86234,20420,10495,9925,101894,49879,52015,41082,17455,23627,7995,4104,3891,50602,22133,28469,29230,11736,17494,5131,1534,3597
27119,107626,49519,58107,13312,6748,6564,65949,31174,34775,27171,10948,16223,5217,2652,2565,33406,13935,19471,19726,7441,12285,4170,1175,2995
27120,154239,72068,82171,18277,9266,9011,93184,45335,47849,41553,16816,24737,7407,3684,3723,50307,21053,29254,30496,11652,18844,6217,1723,4494
27121,126299,59645,66654,14352,7333,7019,74568,36630,37938,36601,15278,21323,5385,2714,2671,44067,19004,25063,26994,10642,16352,5394,1488,3906
27122,111883,64639,47244,7730,4009,3721,57633,33333,24300,41187,24016,17171,2805,1457,1348,50214,30042,20172,28988,15794,13194,4179,1375,2804
27123,176201,87316,88885,18139,9317,8822,115840,59455,56385,39965,17187,22778,7763,3967,3796,49972,22193,27779,27642,11036,16606,4821,1367,3454
27124,111557,53439,58118,17298,8855,8443,69038,33754,35284,24082,10116,13966,6974,3602,3372,29581,12772,16809,17493,7058,10435,2693,784,1909
27125,122988,59131,63857,13479,6889,6590,73428,36287,37141,34487,15002,19485,5175,2655,2520,43260,19267,23993,23738,9714,14024,4042,1139,2903
27126,196633,93242,103391,24207,12395,11812,116351,57349,59002,53454,22260,31194,8865,4544,4321,63806,27324,36482,39483,15734,23749,5800,1727,4073
27127,123667,59820,63847,10533,5360,5173,85198,42251,42947,22773,9390,13383,5186,2669,2517,28882,12387,16495,15665,6085,9580,2945,793,2152
27128,93069,43528,49541,7952,4050,3902,69656,32980,36676,15371,6456,8915,3983,2003,1980,19806,8687,11119,10602,4124,6478,2067,593,1474
27140,839310,402379,436931,112964,57789,55175,495966,244243,251723,224064,96806,127258,42202,21480,20722,274748,120609,154139,156963,65962,91001,25599,7440,18159
27141,148205,73157,75048,16648,8579,8069,89499,46416,43083,39593,16900,22693,6349,3223,3126,48885,21588,27297,28028,11289,16739,5144,1504,3640
27142,124543,60183,64360,18126,9211,8915,74366,36884,37482,31125,13547,17578,6885,3475,3410,38481,17028,21453,21568,9123,12445,3493,875,2618
27143,85189,40457,44732,11249,5713,5536,49089,23955,25134,24524,10607,13917,4293,2185,2108,29834,13082,16752,17275,7271,10004,2754,803,1951
27144,135746,65315,70431,20101,10223,9878,80848,39898,40950,34017,14704,19313,7364,3699,3665,42040,18551,23489,24061,10051,14010,4168,1271,2897
27145,147626,68799,78827,18742,9588,9154,82722,38819,43903,45776,20163,25613,6345,3268,3077,55874,24571,31303,31350,13816,17534,4521,1358,3163
27146,158845,75581,83264,22609,11635,10974,96920,47181,49739,38017,16020,21997,9055,4637,4418,46105,19765,26340,27174,11179,15995,4238,1288,2950
27147,39156,18887,20269,5489,2840,2649,22522,11090,11432,11012,4865,6147,1911,993,918,13529,6024,7505,7507,3233,4274,1281,341,940
27202,194911,93160,101751,26903,13817,13086,117058,57399,59659,50357,21603,28754,9724,4989,4735,62476,27400,35076,35810,14732,21078,6151,1783,4368
27203,395479,187319,208160,53939,27585,26354,239768,116311,123457,99979,42327,57652,21578,11057,10521,122351,52969,69382,71608,29094,42514,12290,3654,8636
27204,103069,49372,53697,13229,6757,6472,62134,30610,31524,26342,11308,15034,4912,2505,2407,32307,14060,18247,18783,7814,10969,3618,1170,2448
27205,374468,180669,193799,51299,26336,24963,232245,114723,117522,84369,35995,48374,20522,10536,9986,104873,45508,59365,58983,24194,34789,10085,3111,6974
27206,75897,36207,39690,10541,5360,5181,47014,23096,23918,18005,7581,10424,3803,1909,1894,22381,9674,12707,12539,5052,7487,2099,566,1533
27207,351829,168057,183772,45483,23146,22337,206532,100446,106086,96684,42388,54296,16920,8453,8467,117716,51978,65738,68827,29721,39106,11013,3515,7498
27208,88694,42581,46113,13109,6713,6396,53387,26242,27145,21996,9509,12487,4553,2361,2192,27392,12147,15245,15724,6490,9234,2613,747,1866
27209,143042,68987,74055,14704,7510,7194,79995,39856,40139,39163,16735,22428,5409,2786,2623,47206,20673,26533,28236,11691,16545,4201,1291,2910
27210,404152,192816,211336,51925,26593,25332,233387,112137,121250,105394,46755,58639,18630,9461,9169,131277,58836,72441,72413,31552,40861,11369,3413,7956
27211,280033,135705,144328,40576,20898,19678,171442,84383,87059,64953,28575,36378,15739,8107,7632,80999,36217,44782,44839,19206,25633,7566,2231,5335
27212,268800,128284,140516,34379,17444,16935,158364,77885,80479,72703,31130,41573,12672,6461,6211,88650,38594,50056,52038,21614,30424,8096,2338,5758
27213,100966,48506,52460,12961,6736,6225,62181,30781,31400,24968,10504,14464,4573,2331,2242,30996,13442,17554,17856,7144,10712,3149,918,2231
27214,113984,53693,60291,13698,6996,6702,69034,32956,36078,30821,13545,17276,4791,2495,2296,38535,17236,21299,21544,9146,12398,3545,1133,2412
27215,237518,115131,122387,25901,13177,12724,143006,71036,71970,68072,30644,37428,9520,4838,4682,85334,38987,46347,46400,20484,25916,5896,1833,4063
27216,106987,50182,56805,11696,5989,5707,61214,29042,32172,33289,14791,18498,4006,2099,1907,41487,18686,22801,23377,10206,13171,4227,1314,2913
27217,120750,58096,62654,14556,7476,7080,70991,35148,35843,34335,14870,19465,5075,2626,2449,41492,18248,23244,24549,10380,14169,3539,1005,2534
27218,123217,60302,62915,15638,7910,7728,74562,37655,36907,31077,13777,17300,5532,2791,2741,38364,17227,21137,21489,9312,12177,2931,882,2049
27219,186109,89868,96241,27802,14130,13672,114623,56360,58263,42145,18460,23685,9954,5038,4916,53626,23925,29701,28594,12046,16548,4692,1354,3338
27220,133411,63938,69473,17971,9189,8782,75763,36790,38973,32778,14352,18426,6894,3418,3476,40409,17883,22526,22814,9844,12970,4130,1264,2866
27221,71112,33978,37134,8674,4445,4229,43343,21167,22176,18719,8142,10577,3070,1582,1488,23281,10324,12957,12920,5470,7450,1968,580,1388
27222,112683,53243,59440,14371,7289,7082,66057,32006,34051,31843,13719,18124,4783,2416,2367,38926,17010,21916,22619,9426,13193,3956,1177,2779
27223,123576,60620,62956,14182,7207,6975,74181,37738,36443,34289,15069,19220,4996,2534,2462,41721,18769,22952,24187,10280,13907,2780,846,1934
27224,85007,42365,42642,11403,5827,5576,52471,26984,25487,20623,9263,11360,4625,2334,2291,25580,11660,13920,14012,6163,7849,1881,554,1327
27225,56529,26856,29673,7613,3814,3799,33597,16520,17077,15223,6469,8754,2701,1365,1336,18643,8081,10562,10780,4363,6417,1973,557,1416
27226,65438,30809,34629,8621,4406,4215,38975,18757,20218,17413,7453,9960,3193,1691,1502,21372,9333,12039,12420,5137,7283,2130,642,1488
27227,502784,246053,256731,59078,30167,28911,295365,147997,147368,134685,59499,75186,21283,10802,10481,164571,73991,90580,94748,40375,54373,13813,4070,9743
27228,62438,29859,32579,8926,4527,4399,36127,17706,18421,16799,7347,9452,3074,1561,1513,20789,9209,11580,11806,4996,6810,1909,530,1379
27229,56075,27468,28607,7892,4135,3757,33271,16618,16653,14261,6317,7944,2581,1326,1255,17427,7830,9597,9809,4285,5524,1308,345,963
27230,76435,36661,39774,10623,5474,5149,45681,22163,23518,20048,8983,11065,3631,1852,1779,24592,11139,13453,14096,6302,7794,2047,627,1420
27231,57792,27208,30584,7932,4063,3869,34114,16312,17802,15419,6629,8790,2839,1450,1389,19071,8326,10745,10807,4582,6225,1881,573,1308
27232,54276,25782,28494,6847,3434,3413,31830,15325,16505,15566,6998,8568,2283,1118,1165,19667,8913,10754,10664,4660,6004,1672,471,1201
27301,29983,14289,15694,4385,2229,2156,17826,8591,9235,7656,3399,4257,1816,912,904,9746,4339,5407,5175,2226,2949,877,274,603
27321,19934,9451,10483,1573,828,745,10607,4958,5649,7752,3664,4088,444,230,214,9787,4595,5192,5129,2394,2735,838,261,577
27322,10256,4899,5357,822,423,399,5864,2896,2968,3569,1579,1990,229,105,124,4555,2081,2474,2398,988,1410,515,155,360
27341,17298,8281,9017,2396,1203,1193,10145,5083,5062,4737,1979,2758,806,398,408,5791,2485,3306,3426,1357,2069,676,190,486
27361,44435,21679,22756,6182,3181,3001,26634,13158,13476,11412,5189,6223,2027,1054,973,14504,6598,7906,7574,3389,4185,1326,385,941
27362,8417,4227,4190,1245,627,618,5151,2735,2416,1920,816,1104,421,218,203,2316,999,1317,1414,577,837,257,84,173
27366,15938,7388,8550,1567,794,773,8553,4116,4437,5787,2462,3325,462,223,239,7002,3027,3975,4224,1731,2493,811,241,570
27381,13748,6723,7025,1861,952,909,8266,4140,4126,3553,1582,1971,570,296,274,4454,2030,2424,2460,1062,1398,474,153,321
27382,16126,7838,8288,1870,960,910,9441,4731,4710,4672,2066,2606,587,300,287,5795,2634,3161,3384,1472,1912,626,198,428
27383,5378,2558,2820,476,255,221,2691,1313,1378,2186,975,1211,160,82,78,2655,1190,1465,1497,663,834,293,85,208
28100,1537272,726700,810572,185084,94580,90504,921967,445463,476504,411427,175824,235603,70056,35679,34377,511158,223768,287390,291349,118608,172741,55811,16693,39118
28101,213634,100886,112748,28123,14419,13704,132846,63739,69107,49623,20900,28723,10690,5522,5168,61848,26672,35176,34936,13953,20983,7042,2169,4873
28102,136088,64302,71786,16493,8382,8111,84284,41095,43189,33522,13702,19820,6564,3344,3220,41210,17338,23872,24422,9461,14961,5295,1564,3731
28105,106956,52619,54337,10133,5157,4976,63028,32353,30675,32099,13963,18136,4019,2045,1974,38828,17481,21347,23555,9560,13995,4566,1310,3256
28106,97912,45842,52070,9657,5003,4654,55202,27215,27987,31825,12993,18832,3596,1843,1753,38488,16335,22153,23535,9006,14529,4460,1265,3195
28107,162468,74795,87673,18473,9320,9153,93424,43724,49700,49167,20872,28295,6971,3467,3504,60148,25845,34303,34869,14232,20637,6261,1869,4392
28108,219474,102740,116734,28813,14836,13977,126296,60534,65762,62261,26231,36030,11331,5851,5480,76192,32793,43399,45079,18368,26711,8669,2689,5980
28109,219805,103783,116022,28194,14419,13775,126853,60714,66139,62118,27250,34868,9834,4943,4891,77184,34400,42784,43443,18570,24873,7754,2384,5370
28110,135153,63013,72140,11711,5827,5884,86471,41299,45172,33518,14085,19433,5200,2597,2603,41611,18070,23541,23657,9314,14343,4397,1279,3118
28111,245782,118720,127062,33487,17217,16270,153563,74790,78773,57294,25828,31466,11851,6067,5784,75649,34834,40815,37853,16144,21709,7367,2164,5203
28201,535664,258724,276940,75155,38542,36613,324094,161344,162750,134671,57729,76942,28306,14607,13699,168146,74008,94138,94374,38574,55800,17081,4932,12149
28202,452563,219059,233504,50036,25442,24594,265526,131882,133644,121155,52374,68781,19830,10111,9719,149338,66050,83288,85735,35542,50193,14019,4048,9971
28203,293409,141801,151608,39714,20209,19505,178803,88677,90126,74142,32394,41748,15599,7850,7749,92489,41293,51196,51481,21557,29924,8926,2639,6287
28204,487850,228354,259496,66025,33914,32111,293369,138077,155292,109205,46758,62447,24649,12594,12055,136410,59297,77113,75682,31082,44600,13802,4130,9672
28205,44258,20992,23266,5168,2663,2505,24238,11846,12392,14712,6394,8318,1813,945,868,18163,8088,10075,10562,4361,6201,2635,872,1763
28206,95350,43089,52261,12518,6389,6129,56130,25577,30553,25943,10735,15208,4639,2338,2301,31960,13443,18517,18472,7365,11107,3890,1220,2670
28207,196883,95641,101242,27762,14113,13649,121160,60467,60693,47286,20601,26685,10798,5508,5290,58583,25865,32718,33200,14017,19183,5521,1758,3763
28208,30129,14511,15618,3365,1705,1660,16316,8299,8017,10348,4412,5936,1325,667,658,12554,5479,7075,7382,2976,4406,1605,453,1152
28209,82250,39494,42756,10620,5449,5171,45281,22770,22511,25983,11052,14931,3911,2006,1905,32137,14058,18079,19234,7706,11528,4978,1534,3444
28210,267435,131170,136265,36724,18819,17905,163163,82041,81122,66824,29908,36916,13845,7108,6737,84910,38672,46238,45766,19926,25840,7609,2403,5206
28212,48567,23331,25236,6064,3172,2892,27715,13785,13930,14623,6259,8364,2117,1136,981,18130,7961,10169,10525,4266,6259,2235,663,1572
28213,40866,19512,21354,5248,2713,2535,22907,11412,11495,12652,5349,7303,1923,1006,917,15476,6692,8784,9367,3741,5626,2040,582,1458
28214,224903,104215,120688,29691,15057,14634,130976,60849,70127,59733,25688,34045,10827,5508,5319,73519,31944,41575,42011,17613,24398,7668,2396,5272
28215,77178,37061,40117,8996,4599,4397,43612,21480,22132,24530,10954,13576,3122,1575,1547,30476,13822,16654,17288,7547,9741,3436,1065,2371
28216,91030,44397,46633,12137,6188,5949,54718,27426,27292,23967,10621,13346,4414,2272,2142,30295,13711,16584,16219,6905,9314,2713,764,1949
28217,156375,73882,82493,20347,10409,9938,88809,42508,46301,47024,20832,26192,7205,3691,3514,56555,25235,31320,34355,15086,19269,5769,1898,3871
28218,48580,23730,24850,7052,3656,3396,28711,14390,14321,12647,5586,7061,2472,1292,1180,15993,7224,8769,8847,3753,5094,1901,552,1349
28219,112691,54184,58507,14634,7563,7071,73966,35697,38269,23952,10845,13107,5433,2775,2658,32807,15332,17475,16023,6663,9360,3362,965,2397
28220,44313,21653,22660,5125,2622,2503,25623,13045,12578,13486,5922,7564,1771,866,905,17002,7641,9361,9672,3979,5693,2425,738,1687
28221,41490,19760,21730,4890,2516,2374,22896,11348,11548,13420,5723,7697,1839,943,896,16724,7387,9337,9823,3915,5908,2616,779,1837
28222,24288,11694,12594,2820,1478,1342,12655,6427,6228,8781,3767,5014,976,521,455,10757,4755,6002,6667,2707,3960,1942,617,1325
28223,64660,30793,33867,8352,4269,4083,35361,17553,17808,20902,8942,11960,3029,1528,1501,25792,11350,14442,15414,6216,9198,4110,1248,2862
28224,46912,22445,24467,5760,2888,2872,25404,12701,12703,15679,6819,8860,2110,1026,1084,19377,8635,10742,11379,4685,6694,3058,958,2100
28225,30805,14810,15995,3822,2013,1809,16663,8387,8276,10225,4333,5892,1406,745,661,12639,5563,7076,7675,3070,4605,2207,718,1489
28226,43977,20808,23169,4944,2550,2394,22995,11406,11589,15874,6774,9100,1785,908,877,19397,8543,10854,11886,4762,7124,3350,1013,2337
28227,37773,18024,19749,4829,2486,2343,20813,10393,10420,12118,5137,6981,1605,840,765,15267,6711,8556,8793,3501,5292,2166,634,1532
