area_code,Total population (Both sexes),Total population (Male),Total population (Female),Total population (under 15),"Population (under 15, Male)","Population (under 15, Female)",Total population (15-64),"Population (15-64, Male)","Population (15-64, Female)",Total population (65 and over),"Population (65 and over, Male)","Population (65 and over, Female)","Population (0-5, Total)","Population (0-5, Male)","Population (0-5, Female)","Population (60 and over, Total)","Population (60 and over, Male)","Population (60 and over, Female)","Population (70 and over, Total)","Population (70 and over, Male)","Population (70 and over, Female)","Population (85 and over, Total)","Population (85 and over, Male)","Population (85 and over, Female)"
35216,62671,29545,33126,8080,4190,3890,34933,17311,17622,19537,7979,11558,2998,1571,1427,24458,10375,14083,13962,5354,8608,3145,841,2304
35305,17199,7844,9355,1162,602,560,7106,3647,3459,8914,3585,5329,406,219,187,10290,4277,6013,6968,2624,4344,2096,601,1495
35321,6285,3097,3188,1044,515,529,3666,1903,1763,1570,676,894,430,212,218,2000,909,1091,1135,450,685,250,86,164
35341,2803,1283,1520,173,88,85,1126,591,535,1504,604,900,71,34,37,1746,726,1020,1184,444,740,332,97,235
35343,15317,7242,8075,1875,945,930,8250,4090,4160,5153,2182,2971,588,300,288,6297,2758,3539,3706,1529,2177,803,243,560
35344,12798,5906,6892,1314,651,663,6395,3151,3244,5058,2092,2966,444,219,225,6058,2587,3471,3846,1507,2339,1143,307,836
35502,3463,1550,1913,305,164,141,1550,775,775,1608,611,997,110,55,55,1955,798,1157,1230,431,799,336,88,248
36201,258554,123014,135540,29732,15206,14526,151895,74188,77707,69378,29428,39950,11619,5973,5646,87081,37941,49140,49129,19710,29419,10764,3070,7694
36202,59101,28125,30976,6600,3431,3169,33763,16649,17114,18448,7910,10538,2383,1260,1123,23147,10178,12969,12995,5229,7766,3010,881,2129
36203,38755,18680,20075,4456,2292,2164,22238,11210,11028,11934,5089,6845,1576,829,747,15023,6622,8401,8444,3434,5010,1843,508,1335
36204,73019,35344,37675,9365,4767,4598,41090,20796,20294,22250,9593,12657,3365,1688,1677,27703,12285,15418,15969,6536,9433,3717,1107,2610
36205,41466,19384,22082,4434,2203,2231,22486,10955,11531,14336,6099,8237,1540,769,771,17861,7812,10049,10508,4157,6351,2843,813,2030
36206,37202,17611,19591,4134,2100,2034,20593,10107,10486,12427,5382,7045,1374,703,671,15803,7038,8765,8842,3546,5296,2258,648,1610
36207,30501,14443,16058,3084,1601,1483,16526,8323,8203,10796,4456,6340,1098,588,510,13541,5861,7680,8054,3035,5019,2310,654,1656
36208,26836,12483,14353,2326,1248,1078,13500,6844,6656,10992,4382,6610,808,428,380,13531,5690,7841,8613,3154,5459,2557,693,1864
36301,5301,2515,2786,504,274,230,2696,1345,1351,2101,896,1205,176,93,83,2575,1131,1444,1591,625,966,425,116,309
36302,1545,741,804,111,54,57,593,316,277,841,371,470,42,21,21,947,423,524,698,296,402,197,74,123
36321,2289,1099,1190,194,113,81,1107,542,565,988,444,544,69,37,32,1213,547,666,736,312,424,210,74,136
36341,25590,12106,13484,3232,1672,1560,14463,6971,7492,7670,3317,4353,1175,590,585,9667,4273,5394,5390,2209,3181,1269,377,892
36342,5300,2494,2806,300,171,129,2378,1230,1148,2622,1093,1529,115,62,53,3172,1388,1784,2059,785,1274,597,197,400
36368,8402,3973,4429,698,371,327,3731,1938,1793,3914,1636,2278,232,126,106,4664,2026,2638,3058,1207,1851,885,289,596
36383,4259,1965,2294,336,177,159,1880,934,946,2043,854,1189,100,49,51,2421,1040,1381,1567,622,945,409,112,297
36387,7092,3302,3790,579,287,292,3305,1674,1631,3208,1341,1867,192,86,106,3810,1646,2164,2529,1015,1514,637,189,448
36388,9283,4351,4932,818,441,377,4451,2194,2257,3987,1701,2286,244,127,117,4766,2092,2674,2978,1201,1777,755,221,534
36401,15204,7585,7619,2100,1050,1050,9388,4879,4509,3568,1545,2023,795,400,395,4610,2089,2521,2444,996,1448,501,124,377
36402,22446,10826,11620,3392,1755,1637,13480,6598,6882,5385,2391,2994,1332,695,637,6860,3093,3767,3647,1536,2111,748,228,520
36403,34626,16574,18052,5361,2764,2597,21445,10312,11133,7591,3367,4224,2118,1110,1008,10148,4617,5531,4901,2027,2874,1086,264,822
36404,13358,6355,7003,1451,773,678,7851,3869,3982,4019,1699,2320,456,234,222,5209,2284,2925,2806,1102,1704,659,186,473
36405,12039,5721,6318,1344,684,660,6777,3315,3462,3778,1648,2130,441,223,218,4867,2185,2682,2584,1033,1551,661,197,464
36468,8927,4140,4787,749,395,354,4308,2203,2105,3869,1541,2328,248,136,112,4682,1970,2712,3067,1132,1935,859,221,638
36489,14638,6959,7679,1730,875,855,8115,4083,4032,4769,1985,2784,664,342,322,6070,2666,3404,3497,1345,2152,1009,280,729
37201,420748,205049,215699,55082,28198,26884,240958,119806,121152,109369,47398,61971,20995,10769,10226,136732,60699,76033,76020,31220,44800,17013,5083,11930
37202,110010,53183,56827,15054,7663,7391,63441,31703,31738,29572,12764,16808,5656,2873,2783,37185,16515,20670,20491,8402,12089,4666,1361,3305
37203,53164,25359,27805,6264,3230,3034,28511,14257,14254,18133,7699,10434,2250,1134,1116,21872,9527,12345,12923,5184,7739,3173,956,2217
37204,32927,16315,16612,4215,2174,2041,19074,10012,9062,9497,4046,5451,1649,856,793,11730,5174,6556,6756,2734,4022,1646,513,1133
37205,59409,28443,30966,7162,3741,3421,32838,16396,16442,18983,8069,10914,2679,1403,1276,23370,10202,13168,13906,5563,8343,3558,1084,2474
37206,50272,24148,26124,5405,2770,2635,27539,13856,13683,17044,7370,9674,1766,894,872,20838,9224,11614,12454,5115,7339,3067,971,2096
37207,31031,14695,16336,2983,1530,1453,15752,7826,7926,12244,5298,6946,958,494,464,14710,6519,8191,9073,3726,5347,2060,647,1413
37208,65524,31274,34250,7754,3926,3828,35192,17639,17553,22441,9645,12796,2814,1456,1358,27368,12038,15330,16382,6621,9761,4452,1395,3057
37322,14002,6556,7446,1372,712,660,7292,3614,3678,5337,2230,3107,502,251,251,6652,2883,3769,3874,1503,2371,1053,297,756
37324,14862,7040,7822,1351,736,615,7375,3729,3646,6136,2575,3561,483,268,215,7352,3167,4185,4607,1810,2797,1298,406,892
37341,27684,13295,14389,3452,1761,1691,15697,7650,8047,7817,3502,4315,1251,654,597,9941,4552,5389,5452,2325,3127,1325,420,905
37364,3139,1621,1518,313,160,153,1750,980,770,1073,479,594,130,68,62,1285,582,703,784,320,464,192,53,139
37386,18952,9234,9718,3069,1549,1520,11986,5972,6014,3627,1552,2075,1200,623,577,4613,2058,2555,2561,1034,1527,546,150,396
37387,23610,11421,12189,2777,1443,1334,13014,6528,6486,7808,3442,4366,930,484,446,9806,4449,5357,5501,2282,3219,1486,481,1005
37403,9186,4227,4959,926,489,437,4675,2302,2373,3564,1431,2133,316,182,134,4226,1748,2478,2633,984,1649,686,192,494
37404,23366,11699,11667,2908,1512,1396,13138,6935,6203,7132,3092,4040,1013,539,474,8805,3900,4905,5049,2071,2978,1252,398,854
37406,18377,8749,9628,2237,1172,1065,9612,4810,4802,6519,2763,3756,857,454,403,8015,3478,4537,4788,1875,2913,1407,459,948
38201,514865,241656,273209,64925,33250,31675,303024,145012,158012,128658,53350,75308,24861,12757,12104,162840,69459,93381,90505,35540,54965,20043,5905,14138
38202,158114,74336,83778,18816,9657,9159,86057,42303,43754,52636,22061,30575,6897,3555,3342,64497,27665,36832,37735,14964,22771,8670,2486,6184
38203,77465,36006,41459,8483,4394,4089,40680,20022,20658,28072,11440,16632,3024,1589,1435,34606,14582,20024,20386,7719,12667,5071,1471,3600
38204,34951,16282,18669,3558,1838,1720,18209,9033,9176,13058,5339,7719,1189,625,564,16031,6760,9271,9719,3708,6011,2427,675,1752
38205,119903,57551,62352,15812,8159,7653,66679,33691,32988,36715,15228,21487,6056,3149,2907,44940,19136,25804,26249,10285,15964,6033,1731,4302
38206,108174,51807,56367,13857,7067,6790,60473,30374,30099,32793,13799,18994,5146,2612,2534,40930,17744,23186,23897,9482,14415,5967,1812,4155
38207,44086,21013,23073,5370,2810,2560,23586,11731,11855,14715,6229,8486,2001,1053,948,18278,8011,10267,10930,4334,6596,2869,912,1957
38210,36827,17083,19744,4609,2420,2189,20602,9866,10736,11556,4774,6782,1666,902,764,14367,6106,8261,8326,3203,5123,2046,579,1467
38213,87413,42596,44817,10741,5517,5224,49719,25415,24304,26123,11134,14989,4043,2061,1982,32827,14452,18375,18774,7497,11277,4581,1326,3255
38214,38919,18167,20752,4199,2206,1993,18830,9407,9423,15867,6542,9325,1462,742,720,19103,8119,10984,12108,4681,7427,3401,1032,2369
38215,34613,16622,17991,4393,2195,2198,20446,10205,10241,9526,4070,5456,1554,781,773,12175,5394,6781,6805,2725,4080,1724,549,1175
38356,7135,3677,3458,548,263,285,3554,2095,1459,3026,1313,1713,189,104,85,3643,1619,2024,2213,890,1323,496,155,341
38386,8447,3957,4490,728,372,356,3712,1930,1782,3984,1643,2341,234,131,103,4687,2002,2685,3273,1277,1996,936,297,639
38401,30064,14139,15925,4007,2049,1958,17301,8382,8919,8703,3672,5031,1422,700,722,10978,4777,6201,6285,2575,3710,1419,413,1006
38402,21239,9995,11244,2671,1373,1298,12161,5846,6315,6323,2743,3580,893,455,438,8057,3581,4476,4439,1846,2593,1046,330,716
38422,16742,7913,8829,1904,990,914,8422,4268,4154,6352,2631,3721,636,347,289,7756,3346,4410,4869,1896,2973,1395,419,976
38442,9626,4597,5029,839,424,415,4637,2479,2158,4150,1694,2456,287,154,133,5031,2144,2887,3201,1192,2009,826,221,605
38484,4072,1887,2185,354,177,177,1984,987,997,1726,720,1006,108,52,56,2124,915,1209,1307,514,793,365,116,249
38488,10705,4927,5778,1159,592,567,5027,2479,2548,4516,1856,2660,377,195,182,5502,2357,3145,3407,1311,2096,975,281,694
38506,21902,10169,11733,2137,1096,1041,11008,5424,5584,8687,3603,5084,711,379,332,10816,4641,6175,6268,2428,3840,1599,442,1157
39201,337190,157002,180188,42364,21515,20849,197306,94817,102489,91788,37320,54468,15897,8057,7840,114180,47888,66292,64992,24671,40321,15489,4168,11321
39202,13524,6392,7132,1024,530,494,6362,3251,3111,6129,2606,3523,330,160,170,7472,3260,4212,4427,1793,2634,977,261,716
39203,17577,8334,9243,1811,915,896,9127,4600,4527,6574,2781,3793,628,303,325,8036,3492,4544,4788,1919,2869,1190,376,814
39204,47982,22724,25258,6061,3110,2951,27501,13623,13878,14107,5820,8287,2286,1172,1114,17494,7484,10010,10132,3878,6254,2639,726,1913
39205,27038,13091,13947,3048,1604,1444,14625,7528,7097,9347,3945,5402,1039,542,497,11418,4964,6454,6742,2696,4046,1772,502,1270
39206,22606,11025,11581,2280,1175,1105,12096,6400,5696,8184,3416,4768,774,380,394,10058,4371,5687,6131,2411,3720,1631,463,1168
39208,20907,9714,11193,2396,1186,1210,11215,5518,5697,7265,2993,4272,875,440,435,9105,3856,5249,5227,2007,3220,1390,393,997
39209,13778,6421,7357,1147,583,564,6294,3138,3156,6337,2700,3637,349,191,158,7576,3324,4252,4758,1943,2815,1175,362,813
39210,34313,16183,18130,4052,2038,2014,18391,9187,9204,11716,4858,6858,1512,765,747,14439,6177,8262,8498,3282,5216,2374,679,1695
39211,32961,15847,17114,4365,2241,2124,18375,9243,9132,10132,4304,5828,1593,822,771,12399,5375,7024,7279,2908,4371,1756,494,1262
39212,27513,13261,14252,2673,1371,1302,14539,7663,6876,10111,4122,5989,955,481,474,12149,5091,7058,7647,2916,4731,2120,632,1488
39301,2584,1270,1314,190,92,98,1233,667,566,1160,510,650,59,24,35,1419,632,787,872,364,508,182,55,127
39302,3326,1511,1815,310,166,144,1584,782,802,1427,560,867,116,65,51,1711,702,1009,1107,411,696,325,84,241
39303,2733,1290,1443,259,130,129,1386,732,654,1088,428,660,110,50,60,1310,549,761,840,308,532,223,68,155
39304,2631,1256,1375,203,113,90,1277,657,620,1151,486,665,84,53,31,1376,597,779,894,361,533,216,60,156
39305,1294,607,687,140,68,72,604,316,288,550,223,327,43,21,22,646,270,376,425,164,261,117,37,80
39306,823,391,432,90,41,49,409,215,194,324,135,189,40,15,25,390,170,220,260,102,158,44,14,30
39307,3858,1802,2056,428,219,209,1940,1000,940,1488,581,907,152,72,80,1786,720,1066,1085,399,686,310,73,237
39341,3573,1726,1847,321,162,159,1715,925,790,1537,639,898,123,57,66,1805,786,1019,1200,479,721,338,105,233
39344,3962,1817,2145,188,97,91,1559,847,712,2215,873,1342,81,44,37,2569,1065,1504,1811,667,1144,508,156,352
39363,3997,1869,2128,382,189,193,1823,956,867,1792,724,1068,150,69,81,2102,886,1216,1441,559,882,459,127,332
39364,396,202,194,41,24,17,184,106,78,171,72,99,11,6,5,198,87,111,146,54,92,53,18,35
39386,22767,10797,11970,2257,1166,1091,12326,6138,6188,8105,3450,4655,709,375,334,10074,4437,5637,5895,2370,3525,1522,469,1053
39387,5551,2602,2949,387,209,178,2170,1166,1004,2994,1227,1767,137,83,54,3449,1472,1977,2440,934,1506,783,254,529
39401,6840,3170,3670,626,274,352,3273,1654,1619,2941,1242,1699,208,96,112,3560,1558,2002,2253,885,1368,664,187,477
39402,13114,6158,6956,1510,771,739,6657,3254,3403,4947,2133,2814,481,251,230,6048,2666,3382,3738,1507,2231,1089,350,739
39403,5795,2669,3126,506,254,252,2659,1338,1321,2629,1077,1552,177,80,97,3076,1298,1778,2068,799,1269,686,211,475
39405,3608,1750,1858,346,181,165,1735,925,810,1527,644,883,131,62,69,1855,815,1040,1189,478,711,359,118,241
39410,5030,2337,2693,472,233,239,2582,1269,1313,1976,835,1141,152,66,86,2398,1032,1366,1440,551,889,393,117,276
39411,5794,2750,3044,641,334,307,2747,1414,1333,2406,1002,1404,217,108,109,2894,1259,1635,1883,730,1153,567,163,404
39412,17325,8197,9128,1739,915,824,8224,4226,3998,7323,3044,4279,608,315,293,8832,3819,5013,5659,2210,3449,1604,487,1117
39424,5095,2424,2671,446,231,215,2409,1249,1160,2240,944,1296,141,67,74,2742,1221,1521,1681,653,1028,453,128,325
39427,1574,749,825,145,87,58,716,370,346,713,292,421,58,34,24,828,341,487,568,220,348,190,62,128
39428,11217,5334,5883,1036,553,483,5562,2848,2714,4618,1933,2685,329,185,144,5644,2425,3219,3339,1294,2045,882,249,633
40100,961286,452682,508604,119448,61060,58388,549397,269059,280338,277120,113597,163523,45810,23492,22318,344436,145646,198790,198739,77316,121423,41088,11756,29332
40101,99637,45658,53979,11224,5776,5448,52241,25068,27173,35060,14157,20903,4020,2070,1950,42631,17643,24988,25541,9697,15844,5704,1621,4083
40103,82844,39115,43729,10733,5436,5297,47023,23248,23775,24896,10284,14612,3992,2007,1985,31088,13278,17810,17807,6905,10902,3823,1039,2784
40105,59116,28718,30398,6903,3511,3392,34441,17915,16526,17531,7106,10425,2577,1336,1241,21619,9115,12504,12784,4880,7904,2636,695,1941
40106,181878,85098,96780,19394,9847,9547,104914,50783,54131,50075,20189,29886,7920,4024,3896,62582,26103,36479,34999,13226,21773,7064,1994,5070
40107,212850,101121,111729,29924,15431,14493,126427,61769,64658,55703,23439,32264,11598,5937,5661,69969,30234,39735,39493,15940,23553,7716,2267,5449
40108,68844,32260,36584,7586,3896,3690,37416,18784,18632,23612,9411,14201,2846,1496,1350,28742,11906,16836,17694,6666,11028,3967,1106,2861
40109,256117,120712,135405,33684,17163,16521,146935,71492,75443,70243,29011,41232,12857,6622,6235,87805,37367,50438,50421,20002,30419,10178,3034,7144
40130,1538681,726666,812015,199923,102307,97616,996401,480061,516340,312331,128393,183938,82432,42265,40167,405144,172816,232328,213448,82089,131359,42573,11610,30963
40131,306015,148974,157041,43380,22148,21232,196831,98243,98588,62089,26328,35761,17914,9200,8714,80578,35393,45185,42418,16793,25625,8727,2470,6257
40132,228441,109199,119242,21491,10919,10572,151343,74276,77067,42134,17171,24963,9751,4872,4879,55038,23567,31471,28267,10498,17769,5212,1265,3947
40133,192688,85822,106866,19531,9843,9688,133279,59480,73799,33581,13163,20418,8539,4383,4156,44079,18060,26019,22488,8175,14313,4235,1146,3089
40134,255797,119084,136713,34626,17830,16796,163562,77786,85776,55430,22423,33007,14221,7375,6846,71457,30043,41414,38170,14471,23699,7528,2136,5392
40135,206868,99266,107602,31405,16192,15213,129439,63828,65611,44772,18467,26305,12746,6600,6146,57109,24351,32758,31428,12293,19135,6843,1785,5058
40136,130995,61627,69368,16837,8604,8233,84258,40717,43541,28215,11573,16642,6700,3422,3278,36523,15396,21127,19463,7547,11916,3833,1055,2778
40137,217877,102694,115183,32653,16771,15882,137689,65731,71958,46110,19268,26842,12561,6413,6148,60360,26006,34354,31214,12312,18902,6195,1753,4442
40202,117360,53859,63501,12726,6591,6135,62270,30238,32032,40542,16000,24542,4795,2518,2277,50012,20552,29460,29633,10831,18802,7620,1994,5626
40203,304552,144971,159581,41133,21106,20027,179398,87557,91841,76256,31709,44547,16487,8517,7970,97350,41818,55532,53631,21003,32628,10951,3110,7841
40204,57146,26673,30473,7455,3877,3578,31585,15459,16126,17941,7236,10705,2983,1566,1417,22298,9255,13043,13056,4927,8129,2952,855,2097
40205,129146,61249,67897,16338,8374,7964,74512,37275,37237,37210,15034,22176,6523,3296,3227,47519,19935,27584,26173,9759,16414,6083,1594,4489
40206,48441,21970,26471,6278,3190,3088,26553,12627,13926,15480,6086,9394,2416,1224,1192,19329,7912,11417,11095,4051,7044,2532,660,1872
40207,67777,31902,35875,8345,4273,4072,38542,18923,19619,20815,8654,12161,3072,1569,1503,25963,11131,14832,15242,5988,9254,3414,991,2423
40210,64408,30131,34277,7604,3868,3736,35223,17409,17814,21451,8777,12674,2729,1393,1336,26795,11470,15325,16149,6195,9954,4132,1199,2933
40211,48339,23011,25328,7120,3655,3465,28679,14073,14606,12456,5232,7224,2799,1448,1351,15775,6858,8917,8820,3471,5349,2011,569,1442
40212,34838,16389,18449,3668,1859,1809,19579,9595,9984,11456,4877,6579,1239,641,598,14184,6212,7972,8516,3481,5035,1792,551,1241
40213,70586,33506,37080,9592,4928,4664,41059,20251,20808,19770,8217,11553,3689,1918,1771,25107,10796,14311,13824,5440,8384,2821,765,2056
40214,25940,12107,13833,3087,1568,1519,13609,6702,6907,8964,3685,5279,1163,568,595,11020,4651,6369,6571,2528,4043,1543,418,1125
40215,41796,19371,22425,4616,2380,2236,22489,10904,11585,14585,6027,8558,1663,876,787,18018,7658,10360,10499,4179,6320,2138,653,1485
40216,57983,27203,30780,8286,4257,4029,34489,16500,17989,15089,6380,8709,2808,1405,1403,19111,8347,10764,10786,4353,6433,2326,652,1674
40217,101081,47995,53086,14927,7635,7292,62860,30228,32632,23028,9967,13061,5647,2859,2788,30443,13588,16855,15410,6347,9063,3145,898,2247
40218,110743,53284,57459,17497,9041,8456,70196,33898,36298,21576,9524,12052,6350,3284,3066,28718,12992,15726,14458,6118,8340,2370,799,1571
40219,99525,47711,51814,15767,8036,7731,63103,30647,32456,20226,8750,11476,6432,3232,3200,26176,11671,14505,13800,5722,8078,2502,712,1790
40220,96516,45944,50572,13057,6709,6348,57512,27811,29701,25527,11142,14385,5123,2665,2458,32885,14699,18186,17693,7378,10315,3836,1254,2582
40221,72168,34108,38060,10549,5406,5143,42658,20428,22230,18632,8062,10570,4292,2192,2100,23311,10227,13084,12770,5325,7445,2684,782,1902
40223,57959,27540,30419,8266,4235,4031,35455,17169,18286,14123,6063,8060,3178,1600,1578,18414,8150,10264,9437,3848,5589,1959,559,1400
40224,58781,27244,31537,8402,4263,4139,33451,15812,17639,16917,7164,9753,3604,1830,1774,21304,9199,12105,11888,4776,7112,2697,774,1923
40225,29509,13831,15678,3823,1984,1839,16272,8046,8226,9414,3801,5613,1420,756,664,11819,4982,6837,6909,2612,4297,1765,526,1239
40226,28112,13110,15002,3452,1789,1663,15289,7621,7668,9312,3671,5641,1295,656,639,11712,4858,6854,6846,2441,4405,1925,496,1429
40227,38743,17682,21061,4416,2252,2164,20479,10044,10435,13828,5373,8455,1573,793,780,17437,7101,10336,9951,3515,6436,2630,645,1985
40228,52444,24532,27912,6307,3215,3092,28952,14274,14678,16607,6764,9843,2335,1173,1162,21048,8996,12052,11996,4533,7463,2985,821,2164
40229,38139,17763,20376,4336,2141,2195,20503,10046,10457,13270,5557,7713,1454,700,754,16735,7230,9505,9798,3834,5964,2512,730,1782
40230,96475,45599,50876,13109,6692,6417,57101,27621,29480,25900,11106,14794,4604,2385,2219,33676,14898,18778,17593,7171,10422,3818,1021,2797
40231,50004,24105,25899,8669,4399,4270,31085,15181,15904,10129,4452,5677,3410,1750,1660,13366,6020,7346,6623,2763,3860,1274,343,931
40341,37927,19098,18829,5529,2821,2708,23538,12206,11332,8845,4058,4787,2117,1038,1079,12101,5713,6388,5637,2405,3232,1021,295,726
40342,31210,14998,16212,4971,2570,2401,19029,9353,9676,7165,3053,4112,1930,1000,930,9241,4051,5190,4975,2012,2963,1069,284,785
40343,45256,21624,23632,7687,3908,3779,27569,13525,14044,9947,4152,5795,3121,1595,1526,12731,5454,7277,6850,2682,4168,1308,366,942
40344,27263,13144,14119,4423,2246,2177,15705,7847,7858,7066,3010,4056,1777,918,859,8991,3942,5049,4715,1905,2810,1008,242,766
40345,30344,14799,15545,6280,3202,3078,19050,9397,9653,4969,2168,2801,2792,1455,1337,6738,3052,3686,3329,1353,1976,712,203,509
40348,8225,3948,4277,1302,668,634,4623,2286,2337,2283,983,1300,460,222,238,2866,1258,1608,1606,659,947,344,97,247
40349,45360,22384,22976,8503,4304,4199,29125,14686,14439,7641,3326,4315,3811,1950,1861,9992,4469,5523,5101,2098,3003,888,258,630
40381,14208,6978,7230,1935,960,975,8164,4303,3861,4108,1714,2394,683,331,352,5085,2181,2904,2970,1168,1802,651,186,465
40382,28997,13492,15505,3460,1738,1722,16731,8133,8598,8754,3593,5161,1438,727,711,11112,4726,6386,6136,2342,3794,1241,324,917
40383,31580,14769,16811,4347,2245,2102,17401,8398,9003,9821,4120,5701,1544,763,781,12255,5307,6948,7109,2865,4244,1689,539,1150
40384,18877,8918,9959,2426,1206,1220,10650,5144,5506,5798,2566,3232,944,493,451,7421,3350,4071,4035,1749,2286,764,241,523
40401,7810,3658,4152,740,388,352,4156,2106,2050,2907,1157,1750,268,136,132,3635,1487,2148,2085,789,1296,564,136,428
40402,16007,7529,8478,1815,903,912,8657,4240,4417,5527,2382,3145,664,310,354,7039,3074,3965,3803,1515,2288,802,228,574
40421,13496,6325,7171,1725,924,801,7694,3730,3964,4065,1666,2399,666,364,302,5327,2267,3060,2743,1012,1731,652,170,482
40447,29306,13879,15427,4038,2087,1951,16982,8322,8660,8270,3459,4811,1546,793,753,10605,4563,6042,5705,2195,3510,1435,372,1063
40448,2174,987,1187,222,114,108,1071,541,530,881,332,549,81,39,42,1091,455,636,696,241,455,235,56,179
40503,15138,7188,7950,2177,1120,1057,9023,4422,4601,3924,1637,2287,911,490,421,5084,2232,2852,2775,1074,1701,687,197,490
40522,14176,6714,7462,2253,1166,1087,8257,4014,4243,3651,1523,2128,893,461,432,4686,2021,2665,2537,980,1557,546,138,408
40544,20183,9672,10511,2900,1470,1430,11723,5862,5861,5443,2264,3179,1153,580,573,6823,2938,3885,3945,1534,2411,979,256,723
40601,10861,5004,5857,1256,620,636,5515,2706,2809,4044,1658,2386,480,234,246,5052,2146,2906,2925,1121,1804,632,172,460
40602,9924,4617,5307,1060,547,513,5001,2486,2515,3863,1584,2279,376,189,187,4827,2052,2775,2814,1077,1737,725,204,521
40604,9020,4073,4947,1159,585,574,4710,2257,2453,3142,1225,1917,480,241,239,3937,1602,2335,2296,817,1479,581,135,446
40605,16789,7604,9185,2166,1114,1052,8941,4241,4700,5663,2238,3425,779,401,378,7208,2959,4249,4062,1474,2588,906,228,678
40608,5176,2342,2834,668,340,328,2722,1331,1391,1784,669,1115,252,131,121,2277,895,1382,1294,444,850,372,73,299
40609,3022,1410,1612,364,188,176,1560,772,788,1098,450,648,129,69,60,1394,587,807,796,297,499,211,50,161
40610,22871,10616,12255,3010,1581,1429,12363,6020,6343,7456,2984,4472,1089,558,531,9474,3964,5510,5337,1943,3394,1390,324,1066
40621,34963,17646,17317,4990,2563,2427,21210,11088,10122,8251,3532,4719,2049,1075,974,10655,4744,5911,5822,2364,3458,1125,331,794
40625,20243,9382,10861,2246,1118,1128,10409,5129,5280,7583,3132,4451,736,364,372,9320,3982,5338,5523,2109,3414,1396,361,1035
40642,6627,3077,3550,984,504,480,3654,1772,1882,1987,800,1187,375,184,191,2436,1006,1430,1428,545,883,328,75,253
40646,7458,3509,3949,981,505,476,3962,1955,2007,2506,1044,1462,373,196,177,3138,1366,1772,1876,725,1151,459,126,333
40647,18587,8896,9691,2232,1150,1082,9959,5142,4817,6367,2583,3784,851,433,418,7800,3276,4524,4691,1783,2908,1062,280,782
41201,236372,111453,124919,32324,16533,15791,141105,68675,72430,60734,24971,35763,12455,6441,6014,77375,32965,44410,44191,17098,27093,10246,2940,7306
41202,122785,57547,65238,17235,8914,8321,69052,33661,35391,35842,14625,21217,6346,3189,3157,45715,19425,26290,25993,9805,16188,6440,1816,4624
41203,72902,34799,38103,11946,6131,5815,44240,21570,22670,16200,6813,9387,4528,2321,2207,20732,8939,11793,11484,4496,6988,2596,703,1893
41204,19749,9146,10603,2367,1139,1228,10981,5440,5541,6300,2512,3788,825,393,432,8175,3466,4709,4554,1641,2913,1308,343,965
41205,55238,26395,28843,8151,4139,4012,31230,15818,15412,15782,6394,9388,3230,1643,1587,20372,8719,11653,11502,4305,7197,3036,790,2246
41206,49062,23178,25884,6795,3487,3308,28037,13854,14183,14069,5749,8320,2489,1274,1215,17990,7683,10307,10285,3872,6413,2710,724,1986
41207,29684,13920,15764,4188,2187,2001,16815,8136,8679,8662,3581,5081,1600,830,770,10991,4729,6262,6320,2456,3864,1685,489,1196
41208,44259,20823,23436,6553,3297,3256,26194,12719,13475,11387,4751,6636,2430,1208,1222,14832,6491,8341,8130,3157,4973,1998,552,1446
41209,27336,12667,14669,3431,1769,1662,15268,7432,7836,8610,3457,5153,1257,624,633,10968,4644,6324,6435,2413,4022,1883,544,1339
41210,31842,15172,16670,4311,2227,2084,18371,9110,9261,9063,3777,5286,1557,786,771,11544,4973,6571,6511,2527,3984,1660,464,1196
41327,16411,8136,8275,2506,1314,1192,10051,5142,4909,3599,1543,2056,930,490,440,4706,2096,2610,2521,1022,1499,510,171,339
41341,17501,8266,9235,2149,1087,1062,10502,5026,5476,4754,2081,2673,767,387,380,6292,2842,3450,3263,1332,1931,748,216,532
41345,9283,4379,4904,1490,771,719,5621,2684,2937,2172,924,1248,574,305,269,2825,1232,1593,1501,595,906,355,102,253
41346,25278,11969,13309,2998,1537,1461,13945,6869,7076,8335,3563,4772,1079,551,528,10425,4564,5861,5920,2409,3511,1307,372,935
41387,5902,3035,2867,840,433,407,3402,1887,1515,1659,714,945,301,153,148,2151,946,1205,1233,478,755,338,100,238
41401,20148,9356,10792,2744,1381,1363,11050,5420,5630,6347,2550,3797,991,484,507,7964,3324,4640,4666,1749,2917,1181,317,864
41423,6777,3077,3700,735,361,374,3611,1762,1849,2430,953,1477,265,128,137,3099,1283,1816,1739,610,1129,506,120,386
41424,9583,4497,5086,1360,710,650,5644,2771,2873,2578,1016,1562,548,289,259,3325,1406,1919,1925,684,1241,574,125,449
