area_code,Total population (Both sexes),Total population (Male),Total population (Female),Total population (under 15),"Population (under 15, Male)","Population (under 15, Female)",Total population (15-64),"Population (15-64, Male)","Population (15-64, Female)",Total population (65 and over),"Population (65 and over, Male)","Population (65 and over, Female)","Population (0-5, Total)","Population (0-5, Male)","Population (0-5, Female)","Population (60 and over, Total)","Population (60 and over, Male)","Population (60 and over, Female)","Population (70 and over, Total)","Population (70 and over, Male)","Population (70 and over, Female)","Population (85 and over, Total)","Population (85 and over, Male)","Population (85 and over, Female)"
41425,23941,11133,12808,2961,1525,1436,13226,6543,6683,7745,3060,4685,1050,551,499,9760,4086,5674,5979,2169,3810,1728,470,1258
41441,8779,4125,4654,1038,521,517,4674,2326,2348,3067,1278,1789,301,163,138,3799,1630,2169,2352,936,1416,597,177,420
42201,429508,198716,230792,50265,25512,24753,249601,119702,129899,122974,49606,73368,18686,9556,9130,157139,65824,91315,88185,33252,54933,20532,5581,14951
42202,255439,120198,135241,33765,17204,16561,146170,72240,73930,73685,29830,43855,13247,6737,6510,93083,39167,53916,53011,19966,33045,12758,3499,9259
42203,45436,20999,24437,5872,3009,2863,24719,11928,12791,14811,6045,8766,2326,1180,1146,18434,7755,10679,10986,4221,6765,2866,830,2036
42204,138078,65029,73049,18921,9798,9123,81661,39678,41983,37472,15537,21935,7093,3673,3420,48256,20862,27394,26925,10490,16435,6425,1745,4680
42205,92757,43938,48819,15141,7782,7359,55972,26956,29016,21353,9003,12350,5802,2991,2811,27733,12071,15662,14990,5953,9037,3262,926,2336
42207,31920,14874,17046,3720,1885,1835,16276,8240,8036,11914,4740,7174,1376,702,674,14788,6198,8590,9092,3333,5759,2259,601,1658
42208,23309,11164,12145,2987,1537,1450,12541,6501,6040,7762,3112,4650,1112,541,571,9834,4203,5631,5828,2161,3667,1552,423,1129
42209,31457,15361,16096,4122,2158,1964,16651,8742,7909,10675,4452,6223,1557,831,726,13536,5886,7650,7900,3121,4779,1746,517,1229
42210,27103,12860,14243,3736,1905,1831,13749,6992,6757,9615,3961,5654,1345,706,639,11795,5017,6778,7220,2770,4450,1941,552,1389
42211,37327,17339,19988,4146,2107,2039,19353,9625,9728,13710,5540,8170,1502,754,748,17202,7281,9921,10452,3938,6514,2818,781,2037
42212,28691,14032,14659,3193,1643,1550,15040,7998,7042,9805,4043,5762,1216,630,586,12298,5358,6940,7361,2808,4553,1927,553,1374
42213,44115,20847,23268,5530,2852,2678,24559,12257,12302,13978,5710,8268,1997,1018,979,17797,7654,10143,10631,4017,6614,2830,782,2048
42214,46535,21574,24961,5476,2752,2724,24118,11812,12306,16866,6973,9893,1996,1012,984,20950,8976,11974,12809,4964,7845,3422,1011,2411
42307,42548,20090,22458,6509,3390,3119,26015,12341,13674,9890,4279,5611,2515,1307,1208,12908,5756,7152,6898,2858,4040,1539,450,1089
42308,29804,14326,15478,4803,2606,2197,18121,8766,9355,6854,2936,3918,1851,1002,849,8910,3935,4975,4715,1924,2791,961,245,716
42321,8298,3886,4412,930,471,459,4560,2265,2295,2805,1149,1656,310,147,163,3576,1540,2036,2091,786,1305,601,163,438
42322,14067,6656,7411,1915,996,919,7942,3894,4048,4125,1721,2404,686,366,320,5270,2276,2994,2984,1177,1807,688,174,514
42323,14891,7079,7812,2046,1055,991,8556,4234,4322,4267,1776,2491,799,434,365,5454,2359,3095,3073,1180,1893,723,180,543
42383,2560,1172,1388,229,101,128,1162,575,587,1169,496,673,94,42,52,1465,645,820,912,356,556,297,94,203
42391,13626,6426,7200,2203,1132,1071,7882,3793,4089,3539,1499,2040,908,476,432,4587,1994,2593,2401,949,1452,556,151,405
42411,19718,9197,10521,2053,1035,1018,10214,5170,5044,7417,2973,4444,630,320,310,9265,3949,5316,5662,2135,3527,1360,356,1004
43100,740822,348470,392352,103433,52754,50679,452822,218329,234493,177325,73367,103958,40820,20882,19938,226335,96842,129493,126529,49685,76844,29178,8724,20454
43101,186300,87044,99256,21858,10979,10879,119352,57416,61936,40881,16319,24562,8558,4332,4226,52134,21689,30445,29195,10988,18207,6826,1960,4866
43102,190451,90096,100355,29224,15064,14160,119073,57140,61933,40933,17255,23678,11490,5997,5493,53756,23428,30328,28489,11408,17081,6113,1870,4243
43103,93171,43494,49677,11596,5913,5683,54722,26516,28206,26247,10675,15572,4463,2281,2182,32773,13793,18980,19056,7358,11698,4505,1319,3186
43104,127769,59975,67794,20291,10379,9912,75193,36058,39135,31718,13248,18470,8346,4267,4079,40347,17407,22940,22912,9023,13889,5809,1711,4098
43105,143131,67861,75270,20464,10419,10045,84482,41199,43283,37546,15870,21676,7963,4005,3958,47325,20525,26800,26877,10908,15969,5925,1864,4061
43202,127472,59221,68251,15775,8046,7729,70779,34429,36350,40424,16500,23924,5960,3049,2911,50375,21298,29077,30077,11495,18582,7171,2038,5133
43203,33880,15625,18255,4356,2226,2130,17804,8731,9073,11633,4615,7018,1725,887,838,14354,5931,8423,8789,3276,5513,2459,718,1741
43204,53407,24887,28520,6813,3482,3331,29141,14240,14901,17377,7133,10244,2617,1292,1325,21897,9273,12624,12528,4760,7768,3155,832,2323
43205,25411,11693,13718,2984,1538,1446,13148,6461,6687,9272,3691,5581,1087,559,528,11504,4792,6712,7003,2639,4364,1858,489,1369
43206,66782,31348,35434,8477,4368,4109,37301,18201,19100,20826,8682,12144,3174,1648,1526,26180,11381,14799,15596,6103,9493,3909,1111,2798
43208,52264,24495,27769,6332,3257,3075,27848,13726,14122,18054,7497,10557,2350,1193,1157,22383,9622,12761,13584,5310,8274,3820,1181,2639
43210,48167,22984,25183,6374,3276,3098,26798,13344,13454,14820,6271,8549,2500,1286,1214,18731,8263,10468,11023,4378,6645,2935,903,2032
43211,37026,17679,19347,5227,2686,2541,21439,10560,10879,10299,4397,5902,1979,1001,978,12861,5606,7255,7616,3074,4542,1837,545,1292
43212,27006,12550,14456,2993,1525,1468,13849,6801,7048,10127,4204,5923,1083,538,545,12523,5375,7148,7633,2954,4679,1978,545,1433
43213,59756,28121,31635,7833,4080,3753,33129,16209,16920,18738,7792,10946,3021,1594,1427,23590,10186,13404,13946,5430,8516,3703,1021,2682
43214,27018,12668,14350,3239,1696,1543,14143,7006,7137,9633,3963,5670,1211,649,562,11944,5104,6840,7312,2835,4477,2059,614,1445
43215,82739,38353,44386,9832,5011,4821,42098,20778,21320,30809,12564,18245,3584,1871,1713,38209,16219,21990,23598,8981,14617,6625,1859,4766
43216,58370,28034,30336,10561,5411,5150,34574,16871,17703,13199,5740,7459,4199,2123,2076,17168,7626,9542,9082,3729,5353,2057,607,1450
43348,10333,4792,5541,963,486,477,5058,2541,2517,4308,1763,2545,303,151,152,5273,2262,3011,3382,1264,2118,1086,292,794
43364,5265,2486,2779,724,367,357,2795,1389,1406,1745,729,1016,257,129,128,2169,935,1234,1329,523,806,286,83,203
43367,9786,4599,5187,1072,524,548,5209,2616,2593,3499,1454,2045,426,215,211,4312,1871,2441,2659,1035,1624,665,202,463
43368,15889,7741,8148,1931,983,948,9000,4618,4382,4955,2138,2817,726,368,358,6519,2943,3576,3494,1379,2115,843,247,596
43369,10191,4754,5437,1026,543,483,5160,2572,2588,4001,1636,2365,385,206,179,4885,2078,2807,3150,1219,1931,923,267,656
43403,33452,16467,16985,5705,2975,2730,20711,10502,10209,6899,2901,3998,2450,1296,1154,8993,3920,5073,4946,1965,2981,1321,418,903
43404,40984,20011,20973,7286,3702,3584,25673,12823,12850,7696,3332,4364,2973,1510,1463,10140,4513,5627,5247,2174,3073,1173,340,833
43423,4048,1903,2145,454,225,229,2083,1047,1036,1511,631,880,173,83,90,1865,799,1066,1138,432,706,353,116,237
43424,7187,3398,3789,793,421,372,3668,1856,1812,2726,1121,1605,256,136,120,3406,1456,1950,2062,783,1279,569,174,395
43425,1510,784,726,179,109,70,731,386,345,600,289,311,67,43,24,730,359,371,467,214,253,127,51,76
43428,6325,2989,3336,725,392,333,3146,1557,1589,2451,1037,1414,276,135,141,3050,1339,1711,1871,741,1130,498,158,340
43432,6802,3309,3493,1041,550,491,3878,1936,1942,1883,823,1060,388,211,177,2472,1119,1353,1336,525,811,373,98,275
43433,11503,5611,5892,1222,651,571,6274,3252,3022,4007,1708,2299,432,229,203,5035,2217,2818,2922,1154,1768,787,248,539
43441,17237,8165,9072,2220,1148,1072,9574,4658,4916,5436,2354,3082,891,466,425,6970,3119,3851,3921,1595,2326,966,282,684
43442,9054,4283,4771,1401,708,693,5245,2574,2671,2391,989,1402,646,313,333,2983,1285,1698,1794,685,1109,485,131,354
43443,33611,16064,17547,5269,2748,2521,19353,9403,9950,8975,3908,5067,2133,1150,983,11544,5148,6396,6429,2629,3800,1603,487,1116
43444,10717,5043,5674,1325,704,621,5523,2743,2780,3867,1596,2271,531,293,238,4772,2051,2721,2920,1127,1793,844,234,610
43447,15149,7203,7946,1382,714,668,7030,3629,3401,6737,2860,3877,504,252,252,8338,3698,4640,5289,2055,3234,1613,508,1105
43468,11994,5599,6395,1438,738,700,6312,3101,3211,4143,1702,2441,507,256,251,5196,2213,2983,3094,1174,1920,804,219,585
43482,17661,8248,9413,1886,967,919,8716,4331,4385,7056,2947,4109,697,361,336,8700,3737,4963,5491,2166,3325,1446,415,1031
43484,4673,2165,2508,520,265,255,2420,1215,1205,1733,685,1048,177,94,83,2149,899,1250,1381,492,889,385,91,294
43501,10766,5079,5687,1709,873,836,5984,2928,3056,3073,1278,1795,661,335,326,4023,1732,2291,2216,841,1375,593,173,420
43505,9791,4565,5226,1249,618,631,4852,2400,2452,3690,1547,2143,461,228,233,4566,1968,2598,2809,1091,1718,768,234,534
43506,3985,1844,2141,450,234,216,1902,946,956,1633,664,969,175,90,85,1942,808,1134,1253,475,778,370,109,261
43507,2232,1043,1189,294,159,135,1055,533,522,883,351,532,107,56,51,1068,443,625,698,257,441,192,54,138
43510,4468,2092,2376,550,281,269,2223,1117,1106,1695,694,1001,178,91,87,2108,902,1206,1263,487,776,341,101,240
43511,1055,508,547,81,43,38,489,263,226,485,202,283,25,14,11,578,252,326,385,146,239,97,25,72
43512,3422,1597,1825,586,306,280,1753,857,896,1083,434,649,202,104,98,1387,597,790,813,302,511,197,51,146
43513,3698,1742,1956,398,218,180,1783,916,867,1517,608,909,129,77,52,1879,804,1075,1169,427,742,294,80,214
43514,15523,7178,8345,2165,1124,1041,7995,3851,4144,5358,2202,3156,773,387,386,6735,2863,3872,4046,1548,2498,1093,297,796
43531,7739,3656,4083,894,449,445,3932,2051,1881,2912,1155,1757,313,154,159,3624,1521,2103,2245,814,1431,668,168,500
44201,478146,229844,248302,66116,33722,32394,289224,142068,147156,116354,50285,66069,25665,13015,12650,149912,66285,83627,80249,33003,47246,17044,5072,11972
44202,122138,55482,66656,13396,6860,6536,68889,32726,36163,38250,15057,23193,5062,2573,2489,46338,18850,27488,27966,10519,17447,6229,1768,4461
44203,83965,40351,43614,11579,5911,5668,47871,24297,23574,23572,9600,13972,4673,2394,2279,29550,12581,16969,17004,6548,10456,3908,1092,2816
44204,66523,31435,35088,8460,4383,4077,35773,17842,17931,21509,8799,12710,3072,1600,1472,26956,11501,15455,15932,6149,9783,4038,1160,2878
44205,72211,33232,38979,8040,4042,3998,37423,18348,19075,26562,10734,15828,2927,1513,1414,32696,13686,19010,19809,7540,12269,4841,1362,3479
44206,38748,18259,20489,4313,2266,2047,19801,9875,9926,14618,6107,8511,1500,792,708,17790,7653,10137,10732,4215,6517,2634,777,1857
44207,17969,8346,9623,1742,889,853,9084,4511,4573,7129,2936,4193,617,297,320,8792,3781,5011,5243,2023,3220,1276,368,908
44208,22332,10350,11982,2051,1051,1000,10335,5210,5125,9937,4082,5855,758,407,351,11935,5117,6818,7777,2972,4805,2292,726,1566
44209,22853,10755,12098,2447,1284,1163,11750,5886,5864,8503,3498,5005,894,463,431,10401,4431,5970,6456,2471,3985,1723,504,1219
44210,30185,14466,15719,3482,1793,1689,16068,8215,7853,10378,4320,6058,1308,683,625,12708,5479,7229,7870,3057,4813,2211,647,1564
44211,56258,26281,29977,6823,3453,3370,30212,15014,15198,19082,7725,11357,2521,1282,1239,23656,9970,13686,14269,5387,8882,3654,999,2655
44212,36584,16934,19650,3826,1964,1862,17783,8768,9015,14896,6163,8733,1350,690,660,17921,7649,10272,11464,4476,6988,3364,1070,2294
44213,34262,16210,18052,4288,2225,2063,18821,9300,9521,11009,4598,6411,1695,877,818,13622,5845,7777,8143,3192,4951,2162,638,1524
44214,28647,13588,15059,2796,1469,1327,14184,7222,6962,11551,4829,6722,959,500,459,13849,5967,7882,8905,3540,5365,2448,789,1659
44322,1991,925,1066,171,100,71,929,463,466,891,362,529,61,36,25,1124,472,652,659,241,418,197,47,150
44341,28058,13324,14734,3977,1994,1983,15968,7868,8100,8037,3418,4619,1447,710,737,10029,4394,5635,5781,2352,3429,1411,403,1008
44461,9645,4557,5088,1033,535,498,4672,2388,2284,3915,1612,2303,387,199,188,4796,2067,2729,3005,1159,1846,804,232,572
44462,15823,7593,8230,1873,963,910,8382,4314,4068,5552,2304,3248,683,359,324,6824,2921,3903,4113,1597,2516,1082,338,744
45201,401138,188177,212961,56273,28587,27686,238073,113632,124441,100475,42510,57965,21846,11071,10775,129113,56113,73000,70215,28290,41925,15575,4559,11016
45202,165029,77521,87508,23235,11855,11380,93495,45498,47997,47626,19770,27856,9023,4565,4458,60415,25902,34513,34756,13468,21288,8502,2357,6145
45203,125159,58993,66166,16510,8550,7960,69376,34164,35212,38904,16023,22881,6152,3167,2985,48804,20717,28087,28399,10971,17428,6658,1880,4778
45204,54090,25374,28716,6376,3220,3156,28766,14270,14496,18884,7844,11040,2407,1205,1202,23439,10081,13358,14182,5587,8595,3456,1018,2438
45205,46221,21426,24795,5900,3067,2833,24619,11899,12720,15507,6349,9158,2262,1189,1073,19419,8292,11127,11711,4517,7194,3165,897,2268
45206,61761,29370,32391,8690,4468,4222,34905,17284,17621,17936,7462,10474,3291,1690,1601,22832,9882,12950,12892,5134,7758,2999,869,2130
45207,18779,8752,10027,2104,1079,1025,9197,4659,4538,7201,2878,4323,856,432,424,8954,3800,5154,5600,2063,3537,1531,421,1110
45208,30683,14395,16288,3829,1959,1870,16381,8072,8309,10432,4346,6086,1336,691,645,13049,5648,7401,7755,3063,4692,1993,590,1403
45209,19538,9208,10330,2179,1110,1069,9694,4886,4808,7312,3014,4298,818,397,421,9125,3975,5150,5588,2175,3413,1415,437,978
45341,25404,11778,13626,4266,2132,2134,14422,6810,7612,6482,2709,3773,1774,901,873,8371,3629,4742,4652,1804,2848,1124,302,822
45361,9300,4428,4872,997,528,469,4843,2455,2388,3460,1445,2015,357,181,176,4385,1939,2446,2659,1030,1629,689,202,487
45382,19606,9100,10506,2261,1130,1131,10895,5272,5623,6444,2694,3750,777,380,397,8225,3578,4647,4712,1868,2844,1214,356,858
45383,7345,3421,3924,1090,543,547,3883,1854,2029,2372,1024,1348,434,220,214,2997,1311,1686,1714,705,1009,393,120,273
45401,21025,9900,11125,2813,1426,1387,11921,5839,6082,6175,2573,3602,1119,567,552,7773,3331,4442,4396,1745,2651,1005,259,746
45402,17373,8550,8823,2485,1259,1226,10054,5185,4869,4783,2080,2703,986,498,488,6137,2751,3386,3355,1397,1958,748,214,534
45403,1089,534,555,152,99,53,471,243,228,466,192,274,53,34,19,548,227,321,366,135,231,99,26,73
45404,5231,2439,2792,773,374,399,2710,1313,1397,1748,752,996,342,160,182,2185,969,1216,1281,525,756,333,108,225
45405,16109,7703,8406,2233,1133,1100,8800,4390,4410,5072,2177,2895,780,399,381,6441,2848,3593,3616,1449,2167,947,270,677
45406,10391,4877,5514,1338,648,690,5445,2722,2723,3607,1506,2101,494,224,270,4553,1966,2587,2580,1029,1551,626,165,461
45421,18183,8596,9587,2586,1319,1267,10087,4984,5103,5503,2287,3216,991,476,515,7010,3022,3988,3999,1580,2419,920,246,674
45429,1739,849,890,216,120,96,817,432,385,706,297,409,80,48,32,854,383,471,559,216,343,158,38,120
45430,2808,1414,1394,341,176,165,1307,737,570,1160,501,659,135,82,53,1416,643,773,930,381,549,245,88,157
45431,5480,2637,2843,491,263,228,2361,1225,1136,2628,1149,1479,178,95,83,3137,1414,1723,2052,851,1201,608,212,396
45441,12755,6060,6695,1517,793,724,6288,3199,3089,4947,2065,2882,560,307,253,6160,2693,3467,3782,1465,2317,1106,322,784
45442,3946,1866,2080,409,197,212,1852,979,873,1684,690,994,121,59,62,2061,891,1170,1347,511,836,403,126,277
45443,3887,1874,2013,544,283,261,1882,967,915,1461,624,837,157,82,75,1813,814,999,1132,450,682,348,109,239
46201,599814,279108,320706,80965,41501,39464,358756,168547,190209,145300,60751,84549,31382,16050,15332,189220,81850,107370,102869,40397,62472,23624,6656,16968
46203,103608,49555,54053,15792,8082,7710,58792,28949,29843,28344,12030,16314,6420,3259,3161,35947,15760,20187,21036,8396,12640,5092,1544,3548
46204,22046,9965,12081,2397,1222,1175,11655,5567,6088,7992,3174,4818,830,417,413,10121,4208,5913,5970,2163,3807,1523,360,1163
46206,21198,9922,11276,2278,1213,1065,10726,5340,5386,8167,3351,4816,819,424,395,9915,4226,5689,6396,2458,3938,1653,457,1196
46208,53758,24984,28774,7518,3876,3642,29647,14112,15535,16288,6837,9451,2922,1514,1408,20604,8901,11703,12027,4702,7325,3091,893,2198
46210,41831,19155,22676,5079,2575,2504,22038,10582,11456,14698,5987,8711,1929,984,945,18564,7971,10593,10994,4207,6787,2926,806,2120
46213,15967,7550,8417,2116,1060,1056,8382,4222,4160,5465,2265,3200,769,372,397,6920,2987,3933,4131,1589,2542,987,288,699
46214,15520,7154,8366,1524,807,717,8015,3943,4072,5981,2404,3577,601,313,288,7489,3188,4301,4593,1712,2881,1316,351,965
46215,96076,45926,50150,13730,7096,6634,53842,26963,26879,28303,11733,16570,5426,2814,2612,35819,15561,20258,21118,8096,13022,5924,1624,4300
46216,49249,23063,26186,6341,3299,3042,26909,13000,13909,15569,6536,9033,2299,1183,1116,19656,8559,11097,11620,4505,7115,3214,908,2306
46217,36557,16946,19611,4063,2066,1997,18779,9250,9529,13706,5623,8083,1552,783,769,17122,7377,9745,10688,4106,6582,2805,813,1992
46218,125857,59966,65891,18511,9620,8891,74757,36679,38078,31662,13250,18412,7338,3801,3537,40664,17786,22878,23153,9025,14128,5932,1647,4285
46219,29282,13609,15673,3606,1829,1777,16008,7695,8313,9658,4079,5579,1285,654,631,12113,5274,6839,7137,2845,4292,1710,486,1224
46220,35439,16164,19275,3902,2029,1873,18277,8801,9476,13227,5318,7909,1495,789,706,16340,6954,9386,10223,3825,6398,2941,748,2193
46221,31479,14775,16704,4302,2180,2122,16783,8240,8543,10329,4318,6011,1763,892,871,13023,5715,7308,7828,3045,4783,1952,536,1416
46222,43156,20261,22895,6260,3191,3069,24571,12101,12470,12305,4959,7346,2350,1170,1180,16060,6832,9228,9161,3455,5706,2433,641,1792
46223,36352,16857,19495,4203,2102,2101,18979,9489,9490,13144,5254,7890,1543,768,775,16435,7008,9427,10183,3768,6415,3030,798,2232
46224,26810,12344,14466,2974,1545,1429,13289,6533,6756,10385,4188,6197,1130,606,524,12699,5338,7361,8007,3010,4997,2317,661,1656
46225,75173,35004,40169,10777,5544,5233,42403,20114,22289,21858,9255,12603,4077,2109,1968,27826,12090,15736,15798,6253,9545,4138,1170,2968
46303,407,207,200,81,37,44,214,123,91,112,47,65,24,13,11,144,64,80,91,34,57,28,8,20
46304,756,413,343,131,74,57,410,240,170,215,99,116,43,20,23,286,144,142,175,71,104,42,12,30
46392,22400,10416,11984,2592,1337,1255,11300,5682,5618,8472,3379,5093,957,470,487,10428,4371,6057,6627,2432,4195,1992,532,1460
46404,10431,5017,5414,1475,759,716,5438,2793,2645,3518,1465,2053,564,301,263,4431,1920,2511,2709,1043,1666,710,211,499
46452,10327,5015,5312,1098,568,530,5213,2813,2400,4007,1628,2379,394,209,185,4930,2101,2829,3102,1144,1958,945,243,702
46468,13241,6255,6986,1514,784,730,6964,3439,3525,4761,2032,2729,596,327,269,5986,2645,3341,3535,1412,2123,806,225,581
46482,6530,3073,3457,871,471,400,3347,1639,1708,2312,963,1349,331,180,151,2807,1218,1589,1777,692,1085,482,157,325
46490,7923,3676,4247,817,398,419,3704,1907,1797,3402,1371,2031,305,148,157,4123,1775,2348,2757,1040,1717,831,228,603
46491,7542,3510,4032,713,369,344,3391,1767,1624,3437,1373,2064,241,129,112,4131,1739,2392,2797,1052,1745,793,249,544
46492,15664,7466,8198,1760,934,826,7774,3978,3796,6125,2549,3576,623,328,295,7487,3270,4217,4776,1871,2905,1277,391,886
46501,8135,3815,4320,1056,547,509,4165,2101,2064,2907,1162,1745,392,195,197,3591,1510,2081,2313,871,1442,573,169,404
46502,5745,2839,2906,766,400,366,3074,1658,1416,1899,779,1120,289,156,133,2390,1044,1346,1479,573,906,371,119,252
46505,12913,6311,6602,1891,956,935,6967,3602,3365,4049,1750,2299,725,354,371,5248,2400,2848,2925,1177,1748,745,219,526
46523,1530,751,779,175,100,75,760,417,343,595,234,361,61,42,19,715,306,409,469,180,289,111,27,84
46524,1722,811,911,201,99,102,868,436,432,653,276,377,75,42,33,850,381,469,516,206,310,159,43,116
46525,9042,4319,4723,1093,557,536,4757,2485,2272,3189,1275,1914,429,222,207,4021,1709,2312,2489,910,1579,878,243,635
46527,5806,2795,3011,929,480,449,3094,1552,1542,1779,759,1020,360,195,165,2253,1006,1247,1370,544,826,417,109,308
46529,7212,3492,3720,908,484,424,3650,1908,1742,2647,1096,1551,341,164,177,3318,1445,1873,2013,759,1254,629,149,480
46530,11160,5465,5695,1772,934,838,6076,3137,2939,3310,1394,1916,692,366,326,4248,1907,2341,2534,990,1544,813,246,567
46531,5975,2997,2978,858,453,405,3122,1698,1424,1995,846,1149,291,155,136,2536,1152,1384,1569,616,953,511,150,361
46532,6362,3169,3193,965,490,475,3145,1686,1459,2251,992,1259,389,193,196,2837,1305,1532,1815,742,1073,533,166,367
46533,6783,3307,3476,1054,538,516,3603,1902,1701,2126,867,1259,405,205,200,2790,1237,1553,1618,622,996,519,135,384
46534,6213,3125,3088,923,480,443,3319,1774,1545,1971,871,1100,355,178,177,2598,1227,1371,1502,624,878,421,122,299
46535,5186,2509,2677,770,377,393,2795,1439,1356,1621,693,928,305,145,160,2104,936,1168,1284,513,771,420,117,303
47201,319435,154685,164750,49811,25402,24409,200177,99189,100988,63513,26812,36701,19617,9968,9649,84515,37019,47496,45708,18261,27447,9113,2638,6475
47205,96243,47022,49221,16900,8563,8337,61590,30475,31115,15950,6948,9002,7055,3523,3532,21764,9822,11942,11287,4737,6550,2001,562,1439
47207,47564,23659,23905,8639,4370,4269,29602,15049,14553,9067,4076,4991,3566,1748,1818,12607,5959,6648,6357,2649,3708,1620,467,1153
47208,114232,55471,58761,20910,10642,10268,72626,35553,37073,19476,8649,10827,8300,4166,4134,26501,12023,14478,13613,5766,7847,2465,735,1730
47209,61674,30626,31048,10501,5409,5092,38151,19241,18910,11912,5398,6514,4256,2137,2119,16120,7545,8575,8438,3634,4804,2128,612,1516
47210,58547,29333,29214,10870,5518,5352,36480,18630,17850,11121,5138,5983,4539,2280,2259,15408,7355,8053,7738,3316,4422,1672,468,1204
47211,139279,67522,71757,25466,12985,12481,88084,43309,44775,24933,10786,14147,10052,5150,4902,33699,15093,18606,17635,7201,10434,3499,1010,2489
47212,61119,29761,31358,12206,6270,5936,38232,18827,19405,10189,4480,5709,5193,2644,2549,13943,6339,7604,7065,2979,4086,1380,365,1015
47213,118898,59409,59489,20632,10609,10023,73870,37729,36141,23623,10605,13018,7946,4102,3844,31773,14833,16940,16795,7108,9687,3858,1067,2791
47214,51186,25131,26055,8419,4333,4086,29710,14935,14775,12640,5658,6982,3414,1784,1630,16902,7797,9105,9512,4056,5456,2621,827,1794
47215,42016,21194,20822,7062,3611,3451,25170,13116,12054,9740,4443,5297,2738,1384,1354,13034,6237,6797,7113,3084,4029,1743,497,1246
47301,4908,2464,2444,646,318,328,2772,1489,1283,1490,657,833,215,118,97,1973,944,1029,1130,447,683,393,102,291
47302,3060,1574,1486,373,182,191,1691,920,771,996,472,524,144,72,72,1313,676,637,731,303,428,251,55,196
47303,1720,946,774,232,122,110,968,566,402,520,258,262,81,41,40,700,372,328,374,175,199,108,38,70
47306,9531,4794,4737,1443,711,732,5409,2872,2537,2677,1210,1467,532,260,272,3531,1707,1824,2004,819,1185,708,193,515
47308,13536,6902,6634,1948,1014,934,7919,4215,3704,3653,1663,1990,806,412,394,4991,2436,2555,2674,1101,1573,874,258,616
47311,10652,5464,5188,1574,811,763,6829,3649,3180,2249,1004,1245,589,293,296,3060,1464,1596,1618,663,955,434,120,314
47313,5597,2775,2822,1140,584,556,3159,1616,1543,1295,572,723,456,226,230,1701,784,917,932,382,550,264,64,200
47314,11232,5565,5667,1965,980,985,6438,3380,3058,2828,1204,1624,827,428,399,3591,1601,1990,2103,836,1267,498,114,384
47315,4260,2161,2099,609,317,292,2377,1295,1082,1274,549,725,228,113,115,1720,799,921,990,397,593,236,57,179
47324,39504,19481,20023,7229,3704,3525,24832,12455,12377,7281,3246,4035,2816,1462,1354,10026,4687,5339,5315,2267,3048,1022,286,736
47325,13685,6668,7017,2346,1229,1117,8251,4133,4118,3055,1287,1768,911,460,451,3947,1755,2192,2349,938,1411,563,160,403
47326,28308,13554,14754,5028,2551,2477,17925,8643,9282,5200,2300,2900,1929,983,946,7003,3205,3798,3732,1560,2172,788,230,558
47327,16148,7780,8368,2699,1333,1366,9827,4870,4957,3552,1539,2013,1055,504,551,4612,2075,2537,2642,1083,1559,635,181,454
47328,19454,9730,9724,3369,1762,1607,12533,6372,6161,3453,1546,1907,1355,756,599,4721,2183,2538,2498,1036,1462,666,191,475
47329,34508,17280,17228,5528,2805,2723,21341,10808,10533,5946,2786,3160,2091,1069,1022,8269,3937,4332,4036,1814,2222,816,256,560
47348,18410,8832,9578,3418,1746,1672,11350,5504,5846,3358,1451,1907,1493,769,724,4615,2072,2543,2364,953,1411,543,138,405
47350,37502,18429,19073,7380,3794,3586,23454,11586,11868,6383,2919,3464,3196,1646,1550,8814,4155,4659,4464,1963,2501,949,280,669
47353,730,408,322,109,58,51,466,278,188,155,72,83,46,21,25,198,102,96,112,44,68,43,12,31
47354,870,465,405,156,81,75,542,303,239,172,81,91,61,30,31,241,123,118,127,53,74,37,13,24
47355,759,434,325,94,39,55,414,270,144,251,125,126,32,11,21,326,179,147,201,87,114,94,31,63
47356,430,278,152,40,24,16,261,189,72,129,65,64,12,8,4,181,104,77,92,42,50,20,6,14
47357,1329,780,549,228,111,117,818,520,298,283,149,134,99,46,53,393,220,173,215,108,107,37,18,19
47358,629,379,250,110,55,55,408,262,146,111,62,49,50,28,22,170,103,67,72,32,40,7,1,6
47359,1238,666,572,237,117,120,675,387,288,326,162,164,74,32,42,440,236,204,251,112,139,82,28,54
47360,1517,821,696,237,122,115,860,503,357,420,196,224,103,52,51,568,283,285,320,129,191,114,28,86
47361,7755,4086,3669,1218,637,581,4475,2474,2001,2052,969,1083,471,248,223,2709,1349,1360,1563,674,889,521,171,350
47362,29066,14247,14819,5315,2725,2590,18012,8991,9021,5610,2478,3132,2313,1177,1136,7668,3518,4150,4035,1643,2392,1022,261,761
47375,1194,639,555,208,107,101,671,381,290,315,151,164,73,42,31,410,208,202,241,114,127,52,14,38
47381,3998,2057,1941,680,365,315,2469,1289,1180,798,376,422,307,154,153,1091,552,539,596,249,347,209,67,142
47382,1843,1147,696,231,113,118,1271,863,408,341,171,170,107,58,49,510,272,238,221,99,122,47,16,31
